"ENSEMBL","SYMBOL","CHR","BEST.GWAS.ID","TWAS.P"
"ENSG00000041515","MYO16",13,"rs9521156","0.04698"
"ENSG00000041802","LSG1",3,"rs11715821","0.87840"
"ENSG00000041880","PARP3",3,"rs11929028","0.66697"
"ENSG00000041982","TNC",9,"rs4979508","0.69211"
"ENSG00000041988","THAP3",1,"rs6577584","0.452653"
"ENSG00000042062","RIPOR3",20,"rs8121286","0.89023"
"ENSG00000042088","TDP1",14,"rs11623922","0.706917"
"ENSG00000042286","AIFM2",10,"rs3793830","0.88313"
"ENSG00000042317","SPATA7",14,"rs11159842","0.314466"
"ENSG00000042429","MED17",11,"rs12575249","0.40849"
"ENSG00000042445","RETSAT",2,"rs17275209","0.792263"
"ENSG00000042493","CAPG",2,"rs17275209","0.530208"
"ENSG00000042753","AP2S1",19,"rs7359899","0.269379"
"ENSG00000042832","TG",8,"rs1356110","2.58e-01"
"ENSG00000042980","ADAM28",8,"rs4377969","3.97e-01"
"ENSG00000043039","BARX2",11,"rs3867250","0.43428"
"ENSG00000043093","DCUN1D1",3,"rs7650693","0.97288"
"ENSG00000043143","JADE2",5,"rs184947","0.57480"
"ENSG00000043462","LCP2",5,"rs9313483","0.22074"
"ENSG00000043514","TRIT1",1,"rs11207068","0.874586"
"ENSG00000043591","ADRB1",10,"rs1885434","0.02717"
"ENSG00000044090","CUL7",6,"rs2234026","0.72673"
"ENSG00000044115","CTNNA1",5,"rs34293415","0.44704"
"ENSG00000044459","CNTLN",9,"rs10962814","0.05042"
"ENSG00000044524","EPHA3",3,"rs1603312","0.72716"
"ENSG00000044574","HSPA5",9,"rs10760392","0.18717"
"ENSG00000046889","PREX2",8,"rs1404593","1.80e-01"
"ENSG00000047056","WDR37",10,"rs10508206","0.90586"
"ENSG00000047188","YTHDC2",5,"rs7719681","0.91156"
"ENSG00000047249","ATP6V1H",8,"rs13265893","9.86e-01"
"ENSG00000047315","POLR2B",4,"rs9968524","0.608651"
"ENSG00000047346","ATOSA",15,"rs17707717","0.74193"
"ENSG00000047365","ARAP2",4,"rs872322","0.608651"
"ENSG00000047410","TPR",1,"rs651967","0.240395"
"ENSG00000047457","CP",3,"rs701743","0.52435"
"ENSG00000047578","KATNIP",16,"rs17516321","0.678465"
"ENSG00000047579","DTNBP1",6,"rs16876573","0.32783"
"ENSG00000047617","ANO2",12,"rs1800378","0.33655"
"ENSG00000047621","C12orf4",12,"rs2540132","0.05287"
"ENSG00000047662","FAM184B",4,"rs2597793","0.172253"
"ENSG00000047849","MAP4",3,"rs35452137","0.56124"
"ENSG00000047932","GOPC",6,"rs9481704","0.27213"
"ENSG00000047936","ROS1",6,"rs9481704","0.41909"
"ENSG00000048140","TSPAN17",5,"rs2884479","0.89570"
"ENSG00000048162","NOP16",5,"rs2884479","0.60097"
"ENSG00000048342","CC2D2A",4,"rs2247831","0.359802"
"ENSG00000048392","RRM2B",8,"rs16868516","6.60e-01"
"ENSG00000048405","ZNF800",7,"rs2237777","0.200092"
"ENSG00000048462","TNFRSF17",16,"rs12443750","0.531315"
"ENSG00000048471","SNX29",16,"rs12443750","0.156645"
"ENSG00000048540","LMO3",12,"rs1405513","0.45869"
"ENSG00000048544","MRPS10",6,"rs7763360","0.84068"
"ENSG00000048649","RSF1",11,"rs11826181","0.71594"
"ENSG00000048707","VPS13D",1,"rs3128449","0.535258"
"ENSG00000048740","CELF2",10,"rs3780988","0.94097"
"ENSG00000048828","FAM120A",9,"rs7025686","0.65408"
"ENSG00000049089","COL9A2",1,"rs11207068","0.190196"
"ENSG00000049130","KITLG",12,"rs12367885","0.95773"
"ENSG00000049167","ERCC8",5,"rs149324","0.05243"
"ENSG00000049239","H6PD",1,"rs3765966","0.711689"
"ENSG00000049245","VAMP3",1,"rs2001142","0.838353"
"ENSG00000049246","PER3",1,"rs2001142","0.061623"
"ENSG00000049247","UTS2",1,"rs9434617","0.630453"
"ENSG00000049249","TNFRSF9",1,"rs9434617","0.859443"
"ENSG00000049283","EPN3",17,"rs11657251","4.59e-01"
"ENSG00000049323","LTBP1",2,"rs438695","0.713666"
"ENSG00000049449","RCN1",11,"rs11031367","0.54646"
"ENSG00000049540","ELN",7,"rs6968679","0.179920"
"ENSG00000049541","RFC2",7,"rs6968679","0.394611"
"ENSG00000049618","ARID1B",6,"rs9397961","0.70024"
"ENSG00000049656","CLPTM1L",5,"rs3810859","0.23348"
"ENSG00000049860","HEXB",5,"rs16872194","0.76841"
"ENSG00000049883","PTCD2",5,"rs1217784","0.21543"
"ENSG00000050130","JKAMP",14,"rs4898980","0.554660"
"ENSG00000050165","DKK3",11,"rs16910272","0.14397"
"ENSG00000050327","ARHGEF5",7,"rs41414146","0.327696"
"ENSG00000050393","MCUR1",6,"rs853377","0.55953"
"ENSG00000050405","LIMA1",12,"rs296768","0.04797"
"ENSG00000050426","LETMD1",12,"rs12826153","0.66204"
"ENSG00000050438","SLC4A8",12,"rs12826153","0.79564"
"ENSG00000050555","LAMC3",9,"rs11243665","0.30448"
"ENSG00000050628","PTGER3",1,"rs991302","0.517888"
"ENSG00000050730","TNIP3",4,"rs11932330","0.019325"
"ENSG00000050748","MAPK9",5,"rs4247235","0.96753"
"ENSG00000050767","COL23A1",5,"rs9329142","0.84383"
"ENSG00000050820","BCAR1",16,"rs9927309","0.314091"
"ENSG00000051009","FHIP1B",11,"rs12223079","0.20569"
"ENSG00000051108","HERPUD1",16,"rs8102","0.104803"
"ENSG00000051128","HOMER3",19,"rs7256986","0.164374"
"ENSG00000051180","RAD51",15,"rs7173954","0.77998"
"ENSG00000051382","PIK3CB",3,"rs7627904","0.50685"
"ENSG00000051523","CYBA",16,"rs9933845","0.394280"
"ENSG00000051596","THOC3",5,"rs11134974","0.85803"
"ENSG00000051620","HEBP2",6,"rs9389620","0.79288"
"ENSG00000051825","MPHOSPH9",12,"rs28531860","0.57343"
"ENSG00000052126","PLEKHA5",12,"rs11044268","0.94532"
"ENSG00000052344","PRSS8",16,"rs12240","0.428772"
"ENSG00000052723","SIKE1",1,"rs11102772","0.013101"
"ENSG00000052749","RRP12",10,"rs12416267","0.31801"
"ENSG00000052795","FNIP2",4,"rs13139002","0.406292"
"ENSG00000053108","FSTL4",5,"rs17683306","0.72651"
"ENSG00000053254","FOXN3",14,"rs11845173","0.124293"
"ENSG00000053328","METTL24",6,"rs4484552","0.56057"
"ENSG00000053371","AKR7A2",1,"rs4326647","0.426614"
"ENSG00000053372","MRTO4",1,"rs4326647","0.492083"
"ENSG00000053501","USE1",19,"rs3745341","0.418856"
"ENSG00000053524","MCF2L2",3,"rs12638619","0.75960"
"ENSG00000053702","NRIP2",12,"rs7307271","0.70215"
"ENSG00000053747","LAMA3",18,"rs6508121","0.79564"
"ENSG00000053770","AP5M1",14,"rs7154452","0.461628"
"ENSG00000053900","ANAPC4",4,"rs35050010","0.449779"
"ENSG00000054116","TRAPPC3",1,"rs2236565","0.641931"
"ENSG00000054118","THRAP3",1,"rs2236565","0.215230"
"ENSG00000054148","PHPT1",9,"rs6293","0.73324"
"ENSG00000054179","ENTPD2",9,"rs9775457","0.16944"
"ENSG00000054219","LY75",2,"rs1549579","0.209255"
"ENSG00000054267","ARID4B",1,"rs12136271","0.859508"
"ENSG00000054277","OPN3",1,"rs10926623","0.345050"
"ENSG00000054282","SDCCAG8",1,"rs7517732","0.060687"
"ENSG00000054356","PTPRN",2,"rs7596898","0.823536"
"ENSG00000054392","HHAT",1,"rs6683572","0.521523"
"ENSG00000054523","KIF1B",1,"rs616519","0.801814"
"ENSG00000054598","FOXC1",6,"rs1331487","0.38358"
"ENSG00000054611","TBC1D22A",22,"rs3788706","0.50605"
"ENSG00000054690","PLEKHH1",14,"rs17249049","0.957933"
"ENSG00000054793","ATP9A",20,"rs228835","0.35318"
"ENSG00000054803","CBLN4",20,"rs2207899","0.06475"
"ENSG00000054938","CHRDL2",11,"rs4944891","0.91522"
"ENSG00000054965","FAM168A",11,"rs7119270","0.62131"
"ENSG00000054967","RELT",11,"rs7129470","0.86658"
"ENSG00000054983","GALC",14,"rs11159842","0.970548"
"ENSG00000055044","NOP58",2,"rs12464769","0.034430"
"ENSG00000055070","SZRD1",1,"rs11260930","0.237206"
"ENSG00000055118","KCNH2",7,"rs2242141","0.346705"
"ENSG00000055130","CUL1",7,"rs1177935","0.902883"
"ENSG00000055147","FAM114A2",5,"rs6580048","0.39923"
"ENSG00000055163","CYFIP2",5,"rs3734032","0.69580"
"ENSG00000055208","TAB2",6,"rs10499253","0.95216"
"ENSG00000055211","GINM1",6,"rs7757826","0.55553"
"ENSG00000055332","EIF2AK2",2,"rs888096","0.771816"
"ENSG00000055483","USP36",17,"rs7221761","1.00e+00"
"ENSG00000055609","KMT2C",7,"rs11763061","0.869840"
"ENSG00000055732","MCOLN3",1,"rs1750493","0.954692"
"ENSG00000055813","CCDC85A",2,"rs1016339","0.007162"
"ENSG00000055950","MRPL43",10,"rs11593290","0.82303"
"ENSG00000055955","ITIH4",3,"rs11712653","0.34630"
"ENSG00000056050","HPF1",4,"rs2622068","0.781012"
"ENSG00000056487","PHF21B",22,"rs5765421","0.91276"
"ENSG00000056558","TRAF1",9,"rs10984917","0.99319"
"ENSG00000056586","RC3H2",9,"rs10760278","0.16666"
"ENSG00000056736","IL17RB",3,"rs12493744","0.63189"
"ENSG00000056972","TRAF3IP2",6,"rs7770556","0.70011"
"ENSG00000057019","DCBLD2",3,"rs13069468","0.85187"
"ENSG00000057149","SERPINB3",18,"rs1355195","0.43131"
"ENSG00000057252","SOAT1",1,"rs7534927","0.868944"
"ENSG00000057294","PKP2",12,"rs3911504","0.22209"
"ENSG00000057468","MSH4",1,"rs490570","0.574260"
"ENSG00000057593","F7",13,"rs9577858","0.46344"
"ENSG00000057608","GDI2",10,"rs1539232","0.79795"
"ENSG00000057657","PRDM1",6,"rs9320170","0.74594"
"ENSG00000057704","TMCC3",12,"rs2651982","0.24523"
"ENSG00000057757","PITHD1",1,"rs11249021","0.120184"
"ENSG00000057935","MTA3",2,"rs10185169","0.765392"
"ENSG00000058056","USP13",3,"rs6762743","0.58782"
"ENSG00000058063","ATP11B",3,"rs7650693","0.20160"
"ENSG00000058085","LAMC2",1,"rs3845461","0.632819"
"ENSG00000058091","CDK14",7,"rs17867703","0.663030"
"ENSG00000058262","SEC61A1",3,"rs4857846","0.18666"
"ENSG00000058272","PPP1R12A",12,"rs4842345","0.37670"
"ENSG00000058335","RASGRF1",15,"rs11634089","0.99601"
"ENSG00000058453","CROCC",1,"rs12754590","0.737941"
"ENSG00000058600","POLR3E",16,"rs12923906","0.099148"
"ENSG00000058668","ATP2B4",1,"rs4950921","0.044325"
"ENSG00000058673","ZC3H11A",1,"rs1933539","0.028670"
"ENSG00000058799","YIPF1",1,"rs4483354","0.607520"
"ENSG00000058804","NDC1",1,"rs4483354","0.220952"
"ENSG00000058866","DGKG",3,"rs3774054","0.54208"
"ENSG00000059122","FLYWCH1",16,"rs11076933","0.162387"
"ENSG00000059145","UNKL",16,"rs606198","0.316100"
"ENSG00000059377","TBXAS1",7,"rs7798842","0.230528"
"ENSG00000059378","PARP12",7,"rs8192819","0.597499"
"ENSG00000059573","ALDH18A1",10,"rs12761915","0.10247"
"ENSG00000059588","TARBP1",1,"rs12136271","0.648372"
"ENSG00000059691","GATB",4,"rs17027759","0.958997"
"ENSG00000059728","MXD1",2,"rs4852500","0.105017"
"ENSG00000059758","CDK17",12,"rs10745751","0.99567"
"ENSG00000059915","PSD",10,"rs12773990","0.89736"
"ENSG00000060069","CTDP1",18,"rs9304062","0.42661"
"ENSG00000060138","YBX3",12,"rs10845180","0.69876"
"ENSG00000060140","STYK1",12,"rs10845180","0.06462"
"ENSG00000060237","WNK1",12,"rs9668496","0.56664"
"ENSG00000060339","CCAR1",10,"rs17566087","0.85876"
"ENSG00000060491","OGFR",20,"rs2145164","0.88461"
"ENSG00000060558","GNA15",19,"rs7257291","0.692105"
"ENSG00000060566","CREB3L3",19,"rs11666660","0.791009"
"ENSG00000060642","PIGV",1,"rs12410656","0.093185"
"ENSG00000060656","PTPRU",1,"rs10799128","0.036798"
"ENSG00000060688","SNRNP40",1,"rs2491142","0.233004"
"ENSG00000060709","RIMBP2",12,"rs7304899","0.43063"
"ENSG00000060718","COL11A1",1,"rs7533876","0.262288"
"ENSG00000060749","QSER1",11,"rs201840","0.09022"
"ENSG00000060971","ACAA1",3,"rs3805040","0.10142"
"ENSG00000060982","BCAT1",12,"rs4522264","0.00436"
"ENSG00000061273","HDAC7",12,"rs7958245","0.30780"
"ENSG00000061337","LZTS1",8,"rs9325871","5.55e-01"
"ENSG00000061455","PRDM6",5,"rs335207","0.75732"
"ENSG00000061676","NCKAP1",2,"rs11693620","0.959326"
"ENSG00000061794","MRPS35",12,"rs374484","0.16271"
"ENSG00000061918","GUCY1B1",4,"rs1947067","0.557508"
"ENSG00000061936","SFSWAP",12,"rs10902531","0.20156"
"ENSG00000061938","TNK2",3,"rs2550257","0.94101"
"ENSG00000061987","MON2",12,"rs1663470","0.40428"
"ENSG00000062194","GPBP1",5,"rs10059300","0.39095"
"ENSG00000062282","DGAT2",11,"rs7931174","0.24605"
"ENSG00000062370","ZNF112",19,"rs397276","0.026881"
"ENSG00000062524","LTK",15,"rs3759794","0.34640"
"ENSG00000062582","MRPS24",7,"rs2908277","0.923521"
"ENSG00000062650","WAPL",10,"rs4934282","0.62413"
"ENSG00000062716","VMP1",17,"rs4968328","3.77e-01"
"ENSG00000062725","APPBP2",17,"rs17594273","5.23e-02"
"ENSG00000063015","SEZ6",17,"rs9906526","5.45e-01"
"ENSG00000063046","EIF4B",12,"rs11170250","0.93898"
"ENSG00000063127","SLC6A16",19,"rs8108243","0.259226"
"ENSG00000063169","BICRA",19,"rs17304898","0.809896"
"ENSG00000063176","SPHK2",19,"rs12975781","0.396995"
"ENSG00000063177","RPL18",19,"rs12975781","0.636732"
"ENSG00000063180","CA11",19,"rs12975781","0.014728"
"ENSG00000063241","ISOC2",19,"rs4806471","0.291883"
"ENSG00000063245","EPN1",19,"rs4806471","0.865010"
"ENSG00000063322","MED29",19,"rs3922314","0.753712"
"ENSG00000063438","AHRR",5,"rs6869925","0.53855"
"ENSG00000063660","GPC1",2,"rs10170009","0.225130"
"ENSG00000063761","ADCK1",14,"rs10135535","0.701519"
"ENSG00000063854","HAGH",16,"rs6600181","0.060151"
"ENSG00000063978","RNF4",4,"rs3121162","0.342282"
"ENSG00000064012","CASP8",2,"rs2540427","0.499555"
"ENSG00000064102","INTS13",12,"rs2046937","0.03046"
"ENSG00000064115","TM7SF3",12,"rs374484","0.79576"
"ENSG00000064195","DLX3",17,"rs2018660","7.93e-01"
"ENSG00000064199","SPA17",11,"rs7112607","0.30342"
"ENSG00000064201","TSPAN32",11,"rs11041553","0.48960"
"ENSG00000064205","CCN5",20,"rs2057637","0.48518"
"ENSG00000064218","DMRT3",9,"rs12340997","0.92431"
"ENSG00000064225","ST3GAL6",3,"rs13069468","0.13649"
"ENSG00000064270","ATP2C2",16,"rs2550441","0.910018"
"ENSG00000064300","NGFR",17,"rs2584665","2.19e-01"
"ENSG00000064309","CDON",11,"rs4937122","0.19910"
"ENSG00000064313","TAF2",8,"rs17222820","4.44e-01"
"ENSG00000064393","HIPK2",7,"rs7798842","0.536723"
"ENSG00000064419","TNPO3",7,"rs13246455","0.065142"
"ENSG00000064490","RFXANK",19,"rs7256986","0.329233"
"ENSG00000064545","TMEM161A",19,"rs7256986","0.173541"
"ENSG00000064547","LPAR2",19,"rs11666718","0.580312"
"ENSG00000064601","CTSA",20,"rs3761198","0.15300"
"ENSG00000064607","SUGP2",19,"rs7256986","0.231307"
"ENSG00000064651","SLC12A2",5,"rs151879","0.03628"
"ENSG00000064652","SNX24",5,"rs335207","0.55695"
"ENSG00000064655","EYA2",20,"rs6012158","0.41756"
"ENSG00000064666","CNN2",19,"rs2456163","0.193258"
"ENSG00000064687","ABCA7",19,"rs2456163","0.351558"
"ENSG00000064692","SNCAIP",5,"rs840468","0.06250"
"ENSG00000064703","DDX20",1,"rs7411387","0.511911"
"ENSG00000064726","BTBD1",15,"rs3914699","0.55720"
"ENSG00000064763","FAR2",12,"rs4931148","0.25190"
"ENSG00000064787","BCAS1",20,"rs290391","0.00293"
"ENSG00000064886","CHI3L2",1,"rs7411387","0.945903"
"ENSG00000064932","SBNO2",19,"rs887390","0.794864"
"ENSG00000064933","PMS1",2,"rs1437883","0.097901"
"ENSG00000064995","TAF11",6,"rs4713808","0.23245"
"ENSG00000064999","ANKS1A",6,"rs4713808","0.38759"
"ENSG00000065000","AP3D1",19,"rs2269879","0.485554"
"ENSG00000065029","ZNF76",6,"rs16874216","0.04135"
"ENSG00000065054","SLC9A3R2",16,"rs6600181","0.887870"
"ENSG00000065057","NTHL1",16,"rs6600181","0.623426"
"ENSG00000065060","BLTP3A",6,"rs4713808","0.75412"
"ENSG00000065154","OAT",10,"rs10901414","0.58779"
"ENSG00000065183","WDR3",1,"rs12144850","0.469951"
"ENSG00000065268","WDR18",19,"rs2456163","0.152517"
"ENSG00000065308","TRAM2",6,"rs12528203","0.56237"
"ENSG00000065320","NTN1",17,"rs2168856","6.30e-01"
"ENSG00000065325","GLP2R",17,"rs34654539","8.93e-01"
"ENSG00000065328","MCM10",10,"rs1060093","0.44376"
"ENSG00000065357","DGKA",12,"rs812279","0.87376"
"ENSG00000065361","ERBB3",12,"rs812279","0.79155"
"ENSG00000065413","ANKRD44",2,"rs16858528","0.645910"
"ENSG00000065427","KARS1",16,"rs9927309","0.036349"
"ENSG00000065457","ADAT1",16,"rs9927309","0.360668"
"ENSG00000065485","PDIA5",3,"rs4677872","0.88108"
"ENSG00000065518","NDUFB4",3,"rs10934527","0.29980"
"ENSG00000065526","SPEN",1,"rs11260930","0.842020"
"ENSG00000065534","MYLK",3,"rs3845915","0.59681"
"ENSG00000065559","MAP2K4",17,"rs8074402","2.97e-01"
"ENSG00000065600","PACC1",1,"rs2456821","0.951390"
"ENSG00000065609","SNAP91",6,"rs522115","0.44057"
"ENSG00000065613","SLK",10,"rs11191756","0.94579"
"ENSG00000065615","CYB5R4",6,"rs6928921","0.59127"
"ENSG00000065618","COL17A1",10,"rs11191756","0.87650"
"ENSG00000065621","GSTO2",10,"rs7095475","0.34517"
"ENSG00000065665","SEC61A2",10,"rs2815634","0.85864"
"ENSG00000065675","PRKCQ",10,"rs7912136","0.18952"
"ENSG00000065717","TLE2",19,"rs7257291","0.817315"
"ENSG00000065802","ASB1",2,"rs1128552","0.132324"
"ENSG00000065809","FAM107B",10,"rs10906842","0.43304"
"ENSG00000065833","ME1",6,"rs1538356","0.29351"
"ENSG00000065882","TBC1D1",4,"rs1553879","0.030541"
"ENSG00000065911","MTHFD2",2,"rs10169997","0.939493"
"ENSG00000065978","YBX1",1,"rs841853","0.544515"
"ENSG00000065989","PDE4A",19,"rs10415225","0.588938"
"ENSG00000066027","PPP2R5A",1,"rs2456821","0.066521"
"ENSG00000066044","ELAVL1",19,"rs28133","0.895775"
"ENSG00000066056","TIE1",1,"rs613956","0.781012"
"ENSG00000066084","DIP2B",12,"rs4343103","0.98564"
"ENSG00000066117","SMARCD1",12,"rs296768","0.83219"
"ENSG00000066135","KDM4A",1,"rs613956","0.648229"
"ENSG00000066136","NFYC",1,"rs4660436","0.663804"
"ENSG00000066185","ZMYND12",1,"rs841853","0.667804"
"ENSG00000066230","SLC9A3",5,"rs3810859","0.78309"
"ENSG00000066248","NGEF",2,"rs16829373","0.933852"
"ENSG00000066294","CD84",1,"rs2295613","0.574116"
"ENSG00000066382","MPPED2",11,"rs523639","0.38104"
"ENSG00000066405","CLDN18",3,"rs9871710","0.43260"
"ENSG00000066422","ZBTB11",3,"rs1849467","0.15943"
"ENSG00000066427","ATXN3",14,"rs10220696","0.210306"
"ENSG00000066455","GOLGA5",14,"rs3759719","0.560567"
"ENSG00000066557","LRRC40",1,"rs6690916","0.804908"
"ENSG00000066583","ISOC1",5,"rs1421888","0.95773"
"ENSG00000066629","EML1",14,"rs4905881","0.715576"
"ENSG00000066651","TRMT11",6,"rs9491435","0.45748"
"ENSG00000066697","MSANTD3",9,"rs9299339","0.23858"
"ENSG00000066739","ATG2B",14,"rs12100763","0.974472"
"ENSG00000066777","ARFGEF1",8,"rs16933674","5.89e-01"
"ENSG00000066827","ZFAT",8,"rs7386038","4.50e-01"
"ENSG00000066855","MTFR1",8,"rs13279063","3.55e-02"
"ENSG00000066923","STAG3",7,"rs11760595","0.448544"
"ENSG00000066926","FECH",18,"rs1788002","0.23068"
"ENSG00000066933","MYO9A",15,"rs12903304","0.43480"
"ENSG00000067057","PFKP",10,"rs9423508","0.04125"
"ENSG00000067066","SP100",2,"rs17273810","0.022840"
"ENSG00000067082","KLF6",10,"rs10458785","0.03725"
"ENSG00000067167","TRAM1",8,"rs16936921","2.66e-01"
"ENSG00000067182","TNFRSF1A",12,"rs10774442","0.79255"
"ENSG00000067208","EVI5",1,"rs10782944","0.774699"
"ENSG00000067221","STOML1",15,"rs2075589","0.04175"
"ENSG00000067225","PKM",15,"rs12903304","0.26442"
"ENSG00000067248","DHX29",5,"rs17627308","0.90290"
"ENSG00000067334","DNTTIP2",1,"rs12077584","0.254804"
"ENSG00000067365","METTL22",16,"rs12925086","0.361769"
"ENSG00000067369","TP53BP1",15,"rs11635852","0.14987"
"ENSG00000067533","RRP15",1,"rs12029576","0.763164"
"ENSG00000067560","RHOA",3,"rs12489386","0.97607"
"ENSG00000067596","DHX8",17,"rs231471","4.43e-01"
"ENSG00000067601","PMS2P2",7,"rs4644126","0.018226"
"ENSG00000067601","PMS2P4",7,"rs4644126","0.018226"
"ENSG00000067606","PRKCZ",1,"rs11589067","0.678142"
"ENSG00000067715","SYT1",12,"rs11112829","0.89275"
"ENSG00000067836","ROGDI",16,"rs11076898","0.586107"
"ENSG00000067900","ROCK1",18,"rs8086339","0.99486"
"ENSG00000067955","CBFB",16,"rs16957447","0.442487"
"ENSG00000068024","HDAC4",2,"rs11888302","0.217576"
"ENSG00000068028","RASSF1",3,"rs2023952","0.57302"
"ENSG00000068078","FGFR3",4,"rs4376202","0.561057"
"ENSG00000068079","IFI35",17,"rs2229595","3.94e-01"
"ENSG00000068097","HEATR6",17,"rs7221641","2.59e-01"
"ENSG00000068120","COASY",17,"rs2229595","4.86e-01"
"ENSG00000068305","MEF2A",15,"rs906974","0.92628"
"ENSG00000068383","INPP5A",10,"rs10870288","0.70966"
"ENSG00000068615","REEP1",2,"rs6716825","0.726339"
"ENSG00000068654","POLR1A",2,"rs6716825","0.145178"
"ENSG00000068697","LAPTM4A",2,"rs16987206","0.283720"
"ENSG00000068724","TTC7A",2,"rs1046263","0.577710"
"ENSG00000068745","IP6K2",3,"rs35452137","0.98019"
"ENSG00000068781","STON1-GTF2A1L",2,"rs4953592","0.195567"
"ENSG00000068784","SRBD1",2,"rs645565","0.772581"
"ENSG00000068796","KIF2A",5,"rs17471355","0.18090"
"ENSG00000068831","RASGRP2",11,"rs12270532","0.20333"
"ENSG00000068878","PSME4",2,"rs17045370","0.722917"
"ENSG00000068885","IFT80",3,"rs34182424","0.11665"
"ENSG00000068903","SIRT2",19,"rs7259682","0.858723"
"ENSG00000068912","ERLEC1",2,"rs13410317","0.754490"
"ENSG00000068971","PPP2R5B",11,"rs4149818","0.07773"
"ENSG00000068976","PYGM",11,"rs12270532","0.94606"
"ENSG00000069020","MAST4",5,"rs1366275","0.97674"
"ENSG00000069122","ADGRF5",6,"rs12198711","0.52478"
"ENSG00000069188","SDK2",17,"rs3850124","1.72e-02"
"ENSG00000069248","NUP133",1,"rs12744888","0.527550"
"ENSG00000069275","NUCKS1",1,"rs12143020","0.515046"
"ENSG00000069329","VPS35",16,"rs12928618","0.673755"
"ENSG00000069345","DNAJA2",16,"rs1362567","0.315217"
"ENSG00000069424","KCNAB2",1,"rs950601","0.496504"
"ENSG00000069482","GAL",11,"rs10896396","0.85572"
"ENSG00000069696","DRD4",11,"rs10902112","0.63725"
"ENSG00000069702","TGFBR3",1,"rs7528478","0.530996"
"ENSG00000069764","PLA2G10",16,"rs35358903","0.757183"
"ENSG00000069849","ATP1B3",3,"rs11919595","0.69218"
"ENSG00000069869","NEDD4",15,"rs1011061","0.75322"
"ENSG00000069943","PIGB",15,"rs1011061","0.70747"
"ENSG00000069956","MAPK6",15,"rs17707717","0.00159"
"ENSG00000069966","GNB5",15,"rs17707717","0.77236"
"ENSG00000069974","RAB27A",15,"rs1011061","0.67142"
"ENSG00000069998","HDHD5",22,"rs4819993","0.93067"
"ENSG00000070010","UFD1",22,"rs7290191","0.56366"
"ENSG00000070018","LRP6",12,"rs2238131","0.69211"
"ENSG00000070019","GUCY2C",12,"rs10846089","0.92193"
"ENSG00000070031","SCT",11,"rs10902112","0.15512"
"ENSG00000070047","PHRF1",11,"rs10902112","0.12528"
"ENSG00000070061","ELP1",9,"rs1416957","0.14686"
"ENSG00000070081","NUCB2",11,"rs4757544","0.52347"
"ENSG00000070087","PFN2",3,"rs6797405","0.27718"
